grupo,tipo_de_producto,titulo,pais_revista,revista,issn,ano,vol,fasc,pags,doi,autor
GORAS,Publicado en revista especializada,Desarrollo social y laboral de los posgraduados,Colombia,Actualidades Pedagógicas,0120-1700,2020,75,NA,223 - 240,10.19052/ap.vol1.iss75.11 ,"JUAN SANTIAGO CALLE PIEDRAHITA, YUSTY CAROLINA RESTREPO SEGURA, LEISY MAGDALI ARROYAVE TABORDA, DAVID IGNACIO MOLINA VELASQUEZ"
GORAS,Publicado en revista especializada,Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó - Medellín - Colombia,Venezuela,Espacios,0798-1015,2020,41,16,12 - 27, ,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ"
GORAS,Publicado en revista especializada,Evaluación de condiciones de fabricación y calidad sensorial de cerveza artesanal tipo lager,Colombia,Journal De Ciencia E Ingeniería,2145-2628,2020,12,N/A,1 - 12,10.46571/JCI.2020.1.1 ,"DANIEL MUNOZ QUINTERO, SEBASTIAN ARIAS GIRALDO"
GORAS,Publicado en revista especializada,Influencia de la educación nutricional sobre la adopción de preferencias alimentarias en estudiantes de Gastronomía,Colombia,"Cultura, Educación, Sociedad Ces",2389-7724,2020,11,1,235 - 240,10.17981/11.1.2020.17 ,SUGEY ELENA ANAYA GARCIA
GORAS,Publicado en revista especializada,Diagnóstico de la Cultura del Servicio en el Programa de Administración de Empresas de la Universidad Católica Luis Amigó (Colombia),Venezuela,Espacios,0798-1015,2020,41,09,19 - 32, ,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
GORAS,Publicado en revista especializada,"""Modelo de evaluación de desempeño y plan de formación para una empresa distribuidora y comercializadora de calzado""",Venezuela,Espacios,0798-1015,2020,41,07,26 - 39, ,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO"
GORAS,Publicado en revista especializada,Reacciones químicas de los azúcares simples empleados en la industria alimentaria,Colombia,Lámpsakos,2145-4086,2019,22,N/A,123 - 136,10.21501/21454086.3252 ,"DIANA MARCELA LOPEZ VELASCO, SEBASTIAN ARIAS GIRALDO"
GORAS,Publicado en revista especializada,innovación en la Orientación al Mercado en Distribuidoras de Materia Prima de Químicos para la industria de: alimentos,,"caucho, pegantes, fragancias, detergentes, farmacéuticas y cosméticas  Chile, Informacion Tecnologica",0716-8756,2019,30,págs:,1 - 20,10.4067/S0718-07642019000600137 ,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Publicado en revista especializada,La violencia intrafamiliar en el desempeño laboral de las mujeres en el sector textil -confección,Colombia,Diversitas : Perspectivas En Psicología,1794-9998,2019,15,2,217 - 284,10.15332/22563067 ,"LUIS FERNANDO QUINTERO ARANGO, DIANA MARCELA IBAGON PARRA, CARLOS EDUARDO ALVAREZ AGUDELO"
GORAS,Publicado en revista especializada,"""Gestión Del Conocimiento: Una Estrategia Innovadora Para El Desarrollo De Las Universidades"" . En: Colombia",Colombia,Clio América,1909-941X,2019,13,26,1 - 9,10.21676/23897848.3513 ,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO"
GORAS,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,Indian Journal of Science and Technology,0974-5645,2019,12,42,2 - 18,10.17485/ijst/2019/v12i42/146964 ,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS, VICTOR DANIEL GIL VERA"
GORAS,Publicado en revista especializada,Evaluación de los parámetros del proceso de congelación para la pulpa de açaí,Colombia,Tecno Lógicas,0123-7799,2019,22,N/A,25 - 38,10.22430/22565337.1117 ,"SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA, LUIS FERNANDO GUTIERREZ MOSQUERA"
GORAS,Publicado en revista especializada,El manejo de los recursos económicos y la inteligencia financiera en los estudiantes de educación superior,Venezuela,Espacios,0798-1015,2019,40,N/A,1 - 12, ,"LUIS FERNANDO QUINTERO ARANGO, LAURA ESTEFANY BUSTAMANTE PENAGOS, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, DANY ESTEBAN GALLEGO QUICENO"
GORAS,Publicado en revista especializada,Estudio de preferencias declaradas sobre metodologías de enseñanzas constructivistas,,Revista Educación En Ingeniería,1900-8260,2019,14,N/A,83 - 88,10.26507/rei.v14n27.952 ,NESTOR EDUARDO FLOREZ OVIEDO
GORAS,Publicado en revista especializada,Asociatividad empresarial y liderazgo ambidiestro como generadores de innovación,Venezuela,Revista de Ciencias Sociales,1315-9518,2019,25,N/A,51 - 72,10.13140/RG.2.2.33071.79529 ,"JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS, OLGA INES VELEZ BERNAL, FRANCISCO JAVIER ARIAS VARGAS"
GORAS,Publicado en revista especializada,La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica,Venezuela,Espacios,0798-1015,2019,40,N/A,26 - 37, ,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, ANDREA HENAO GRANADA"
GORAS,Publicado en revista especializada,Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso,Venezuela,Espacios,0798-1015,2019,40,N/A,28 - 48, ,"CLAUDIA MILENA PEREZ PERALTA, YAMARU DEL VALLE CHIRINOS ARAQUE"
GORAS,Publicado en revista especializada,Cooperativismo como compromiso para la construcción de la paz en Colombia,Venezuela,Revista de Ciencias Sociales,1315-9518,2019,25,1,156 - 169,10.31876/rcs.v25i1.29606 ,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Publicado en revista especializada,Conceptualización del rol de la orientación al mercado en comercializadoras de químicos en la ciudad de Medellín,Chile,Ingeniare,0718-3305,2019,27,1,8 - 21,10.4067/S0718 ,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Publicado en revista especializada,La importancia de los recursos financieros personales y su relación con la inteligencia financiera: revisión documental,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2018,55,1,172 - 191, ,JORGE IVAN JIMENEZ SANCHEZ
GORAS,Publicado en revista especializada,Barreras legales para la introducción del Crowdfunding en Colombia: análisis comparativo con España,Colombia,Espacios,0798-1015,2018,39,37,8 - 20,http://www.revistaespacios.com/a18v39n37/18393708.html ,"JORGE IVAN JIMENEZ SANCHEZ, FARLEY SARY ROJAS RESTREPO, DIEGO ALEJANDRO RAMIREZ TAPIAS"
GORAS,Publicado en revista especializada,Estrategias de las multilatinas colombianas y su proceso de internacionalización,Colombia,Espacios,0798-1015,2018,39,42,1 - 7,N/A ,LUIS FERNANDO QUINTERO ARANGO
GORAS,Publicado en revista especializada,Modelo de salario emocional para la fidelización de los colaboradores en la búsqueda de una organización competitiva,Venezuela,Espacios,0798-1015,2018,39,41,35 - 43,n/a ,"LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS"
GORAS,Publicado en revista especializada,Responsabilidad Social Universitaria como estrategia de impacto para el fomento de la cultura ambiental en comunidades vulnerables,Venezuela,Espacios,0798-1015,2018,39,N/A,3 - 12,10.48082/espacios- ,"YAMARU DEL VALLE CHIRINOS ARAQUE, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO"
GORAS,Publicado en revista especializada,Relación entre liderazgo e innovación en las Pymes de la comuna once de Medellín,Colombia,Clio América,1909-941X,2018,12,N/A,52 - 61,10.21676/23897848.2616 ,"JAIME ALBERTO BELTRAN RIOS, JOSE ANTONIO LOPEZ GIRALDO, OLGA INES VELEZ BERNAL"
GORAS,Publicado en revista especializada,Energy and productivity yield assessment of a traditional furnace for noncentrifugal brown sugar (panela) production,Egipto,International Journal of Chemical Engineering,1687-8078,2018,2018,N/A,1 - 10,10.1155/2018/6841975 ,"LUIS FERNANDO GUTIERREZ MOSQUERA, SEBASTIAN ARIAS GIRALDO, ADELA MARIA CEBALLOS PENALOZA"
GORAS,Publicado en revista especializada,MEDIOS DIGITALES EMERGENTES EN LA IMPLEMENTACIÓN DE DIDÁCTICAS ESPECÍFICAS EN EL PROGRAMA DE ADMINISTRACIÓN DE EMPRESAS,España,Prisma Social,1989-3469,2018,21,N/A,438 - 457, ,"UBEIMAR AURELIO OSORIO ATEHORTUA, SANDRA MILENA MALAVERA PINEDA"
GORAS,Revisión (Survey),FACTORES ASOCIADOS A LAS PREFERENCIAS ALIMENTARIAS DE LOS NIÑOS,Colombia,Eleuthera,2011-4532,2018,18,N/A,58 - 73,10.17151 ,SUGEY ELENA ANAYA GARCIA
GORAS,Publicado en revista especializada,El clima organizacional en el emprendimiento sostenible,Venezuela,Revista Escuela De Administración De Negocios,0120-8160,2018,84,N/A,31 - 51, ,YAMARU DEL VALLE CHIRINOS ARAQUE
GORAS,Publicado en revista especializada,Efecto de la Estrategia Instruccional Resolución de Problemas desde una Perspectiva Heurística en el Rendimiento Académico de Cálculo II,Venezuela,Espacios,0798-1015,2018,39,N/A,11 - 25, ,"VICTOR HUGO MERINO CORDOBA, YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA"
GORAS,Publicado en revista especializada,Análisis del aprendizaje:una revisión sistemática de literatura,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2018,10,1,15 - 26, ,VICTOR DANIEL GIL VERA
GORAS,Publicado en revista especializada,Neuromarketing en la publicidad y su impacto en el consumidor del sector retail de la cíudad de Medellín (Colombia),Venezuela,Espacios,0798-1015,2018,39,N/A,116 - 124,N/A ,"LUIS FERNANDO QUINTERO ARANGO, JORMARIS MARTINEZ GOMEZ"
GORAS,Publicado en revista especializada,Emprendimiento sostenible para el desarrollo económico de las PYMES.,Venezuela,Espacios,0798-1015,2018,39,N/A,03 - 11,10.48082/espacios- ,"YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO, CLAUDIA MILENA PEREZ PERALTA, VICTOR HUGO MERINO CORDOBA"
GORAS,Publicado en revista especializada,La violencia intrafamiliar y los impactos en el ámbito laboral: análisis comparativo.,Colombia,Revista Latinoamericana De Estudios De Familia,2215-8758,2017,9,N/A,65 - 79,10.17151/rlef.2017.9.5. ,"LUIS FERNANDO QUINTERO ARANGO, DIANA MARCELA IBAGON PARRA, CARLOS EDUARDO ALVAREZ AGUDELO"
GORAS,Publicado en revista especializada,Factores de la violencia intrafamiliar en el género femenino: análisis comparativo aplicado en tres empresas del sector textil confección de las ciudades de Medellín,,"Bogotá y Manizales  Venezuela, Espacios",0798-1015,2017,38,54,1 - 20,N/A ,"LUIS FERNANDO QUINTERO ARANGO, CARLOS EDUARDO ALVAREZ AGUDELO, DIANA MARCELA IBAGON PARRA"
GORAS,Publicado en revista especializada,Responsabilidad social empresarial en las empresas del sector minorista,Colombia,Clio América,1909-941X,2017,11,N/A,146 - 159,10.21676/23897848.2436 ,LUIS FERNANDO QUINTERO ARANGO
GORAS,Publicado en revista especializada,Aplicación del Costo de Capital en las pymes en Colombia: una revisión,Colombia,SCIENCE OF HUMAN ACTION,2500-669X,2017,2,2,1 - 36,10.21501/issn.2500-669X ,JORGE IVAN JIMENEZ SANCHEZ
GORAS,Publicado en revista especializada,Situación del Crowdfunding como mecanismo para la financiación de PyMEs en Colombia,Venezuela,Espacios,0798-1015,2017,38,43,24 - 36, ,JORGE IVAN JIMENEZ SANCHEZ
GORAS,Publicado en revista especializada,Formar para la investigación: base de la profesionalidad del licenciado en educación en Colombia,Colombia,Encuentros,1692-5858,2017,15,N/A,157 - 174,10.15665/re.v15i2.610 ,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Publicado en revista especializada,Herramienta ¿Gerencia del Valor¿ para el diagnóstico financiero en las Empresas Sociales del Estado,Venezuela,Espacios,0798-1015,2017,38,23,14 - 25, ,JORGE IVAN JIMENEZ SANCHEZ
GORAS,Publicado en revista especializada,Necesidad de reconocimiento y síndrome de selfie: un análisis relacional basado en minería de datos,Colombia,Ingenierías USBMed,2027-5846,2017,8,1,71 - 76,http://dx.doi.org/10.21500/20275846.2835 ,VICTOR DANIEL GIL VERA
GORAS,Publicado en revista especializada,Liderazgo Espiritual y Procesos de Conocimiento Organizacional: Nuevas Relaciones en el Campo de la Gestión del Conocimiento.,Venezuela,Espacios,0798-1015,2016,37,37,24 - 35, ,"CARLOS MARIO DURANGO YEPES, LORENA MARTINEZ SOTO"
GORAS,Publicado en revista especializada,Gestión del Conocimiento en el area de arquitectura: aprendizajes y Saberes en Medellín,Venezuela,Revista Venezolana de Gerencia,1315-9984,2016,21,76,627 - 641,10.52080/rvg.v26i94 ,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Publicado en revista especializada,Aplicación de inductores generadores de valor para la gestión en microempresas,Colombia,Revista En Contexto,2346-3279,2016,4,5,99 - 116, ,JORGE IVAN JIMENEZ SANCHEZ
GORAS,Publicado en revista especializada,Development of a general crowdsourcing maturity model,Colombia,Cuadernos De Administración,0120-4645,2016,32,55,72 - 86, ,"CARLOS MARIO DURANGO YEPES, VICTOR DANIEL GIL VERA"
GORAS,Publicado en revista especializada,La formación en los postgrados en administración: Desarrollo de competencias para la investigación,Venezuela,Espacios,0798-1015,2016,37,10,E - 1,NA ,"JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS"
GORAS,Publicado en revista especializada,El sector retail,,"los puntos de venta y el comportamiento de compra de los consumidores de la base de la pirámide en la comuna 10 de la ciudad de Medellín  Colombia, Revista Ciencias Estrategicas",1794-8347,2016,23,33,101 - 116,N/A ,LUIS FERNANDO QUINTERO ARANGO
GORAS,Publicado en revista especializada,Un Acercamiento a la Comprensión del Perfil de la Inteligencia Emocional.,Colombia,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud",1692-715X,2016,14,1,331 - 345,10.11600/1692715x.14122220814 ,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA"
GORAS,Publicado en revista especializada,Distancia a la frontera e impacto asimétrico en los sectores económicos por las políticas de desregulación,Colombia,Revista Lasallista de Investigacion,1794-4449,2016,13,1,31 - 48, ,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA"
GORAS,Publicado en revista especializada,Evaluación de la tecnologías para la Gestión del Conocimiento,Colombia,Dimensión Empresarial,1692-8563,2015,13,2,205 - 217, ,CARLOS MARIO DURANGO YEPES
GORAS,Publicado en revista especializada,Capacidad de innovación de proceso y desempeño innovador: efecto mediador de la capacidad de innovación de producto.,Colombia,Ad-Minister Revista Escuela De Administración,1692-0279,2015,27,N/A,75 - 93, 10.17230/ad-minister.27. 4 ,CARLOS MARIO DURANGO YEPES
GORAS,Publicado en revista especializada,COMPETENCIAS DOCENTES PARA LA ENSEÑANZA DE LA METODOLOGÍA DE LA INVESTIGACIÓN Y LA EVALUACIÓN DE TRABAJOS DE GRADO Y TESIS DOCTORALES EN ADMINISTRACIÓN,Colombia,El Ágora Usb,1657-8031,2015,15,1,137 - 151,NA ,"JORMARIS MARTINEZ GOMEZ, MARIO LEON RESTREPO MUNERA, JUAN GUILLERMO SALDARRIAGA RIOS, IVAN DARIO TORO JARAMILLO"
GORAS,Publicado en revista especializada,Competencias Docentes para la Enseñanza de la Metodología de Investigación y La Evaluación de Trabajos de Grado y tesis Doctorales en Administración,Colombia,El Ágora Usb,1657-8031,2015,15,1,137 - 149, ,MARIO LEON RESTREPO MUNERA
GORAS,Publicado en revista especializada,METODOLOGÍA PARA EVALUAR LA MADUREZ DE LA GESTIÓN DEL CONOCIMIENTO EN ALGUNAS GRANDES EMPRESAS COLOMBIANAS,Colombia,Tecnura,0123-921X,2015,19,43,14 - 30, ,MARTHA ELENA QUINTERO MUNOZ
GORAS,Publicado en revista especializada,Exploring knowledge management maturity from funcionalist and interpretivist perspectives,Colombia,Entramado,1900-3803,2015,11,1,94 - 104,http://dx.doi.org/10.18041/entramado.2015v11n1.21112 ,"CARLOS MARIO DURANGO YEPES, JOSE ENRIQUE ARIAS PEREZ"
GORAS,Publicado en revista especializada,Metodología para evaluar la madurez de la gestión del conocimiento en algunas grandes empresas colombianas,Colombia,Tecnura,0123-921X,2015,19,43,14 - 30, ,CARLOS MARIO DURANGO YEPES
GORAS,Publicado en revista especializada,Bioética y tecnología digital: una puerta a la investigación desde la perspectiva de las ciencias sociales,Colombia,Produccion y Limpia,1909-0455,2014,9,NA,101 - 117, ,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA"
GORAS,Publicado en revista especializada,Percepción de docentes de universidades públicas de Colombia en torno a la virtud,,"la felicidad y la autonomía en su trabajo  Colombia, Luciérnaga : Revista Virtual",2027-1557,2013,5,10,103 - 109, ,"ALEXANDER MARIN LOPEZ, GUSTAVO ADOLFO ZAPATA CALDERON"
GORAS,Publicado en revista especializada,Aportes de la ética de Emmanuel Lévinas para el concepto de responsabilidad social empresarial,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2013,38,págs:,16 - 26, ,"ALEXANDER MARIN LOPEZ, ELKIN HORACIO QUIROS LIZARAZO"
GORAS,Publicado en revista especializada,Impactos de responsabilidad social-Fundación Universitaria Monserrate,Colombia,Revista Venezolana de Gerencia,1315-9984,2012,17,59,498 - 511, ,"CARLOS ANDRES ARISTIZABAL BOTERO, CLAUDIA CONSUELO** GONZALEZ RAMIREZ, NUBIA BOLIVAR, CLAUDIA CONSUELO GONZALEZ RAMIREZ, GUSTAVO DURAN HERRERA"
GORAS,Publicado en revista especializada,Asociaciones entre madurez de gestión del conocimiento y desempeño innovador: organización y personas,,"e interpretación  Colombia, Revista Lasallista de Investigacion",1794-4449,2012,9,1,86 - 95, ,JOSE ENRIQUE ARIAS PEREZ
GORAS,Publicado en revista especializada,Reflexiones criticas sobre las dinámicas del emprendimiento en la educación superior,Colombia,Revista De Investigaciones,0121-067X,2012,1,19,17 - 37, ,"MARTHA DEL SOCORRO ALZATE CARDENAS, OVIDIO HERRERA RIVERA, GLORIA LUCILA AGUDELO RESTREPO"
GORAS,Publicado en revista especializada,Transferencia de conocimiento orientada a la innovación social en la relación ciencia-tecnología y sociedad,Colombia,Pensamiento & Gestión,2145-941X,2011,31,págs:,137 - 166, ,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Publicado en revista especializada,Los procesos de transferencia de conocimiento en algunas universidades colombianas,Brasil,Revista Escenario,2011-9097,2011,1,11,34 - 48,http://revistas.cecar.edu.co/escenarios/article/view/242/226 ,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Publicado en revista especializada,Transferencia de conocimiento orientada a la innovación social en la relación ciencia-tecnología y sociedad,Colombia,Revista Pensamiento Y Gestión,0122-5073,2011,31,1,137 - 166, ,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO"
GORAS,Corto (Resumen),El rol del profesor(a) en el proceso de enseñanza aprendizaje de la investigación en el pregrado de Enfermería de la Universidad de Antioquia,Portugal,Revista de Enfermagem Referência,0874-0283,2011,2,4,150 - 150, ,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Publicado en revista especializada,El dato,,"la información, el conocimiento, y su productividad en empresas del sector público de Medellín  Colombia, Semestre Económico",0120-6346,2011,14,28,95 - 109, ,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO"
GORAS,Publicado en revista especializada,El Dato,,"la información, el conocimiento y su productividad en empresas del sector público de Medellín  Colombia, Semestre Económico",0120-6346,2011,14,28,95 - 110,http://www.scielo.org.co/pdf/seec/v14n28/v14n28a7.pdf ,"CARLOS ANDRES ARISTIZABAL BOTERO, JOSE ENRIQUE ARIAS PEREZ"
GORAS,Publicado en revista especializada,Las prácticas: acciones intencionadas que configuran sentidos que enriquecen la construcción de personas y profesionales comprometidos socialmente,Colombia,Revista Escenario,2011-9097,2010,1,8,57 - 77, ,CARLOS ANDRES ARISTIZABAL BOTERO
